desertionNo,filename,happenDt,happenPlace,kindCd,colorCd,age,weight,noticeNo,noticeSdt,noticeEdt,popfile,processState,sexCd,neuterYn,specialMark,careNm,careTel,careAddr,orgNm,chargeNm,officetel
442429202200501,http://www.animal.go.kr/files/shelter/2022/08/202208171708626_s.jpg,20220817,화암면 건천리 밭가부분,[개] 믹스견,크림색,2022(년생),3.2(Kg),강원-정선-2022-00500,20220817,20220824,http://www.animal.go.kr/files/shelter/2022/08/202208171708626.jpg,보호중,M,U,30~40일령,정선가축병원,033-563-0198,강원도 정선군 정선읍 정선로 1321 (정선읍),강원도 정선군,김동건,033-560-2446
442429202200500,http://www.animal.go.kr/files/shelter/2022/08/202208171708269_s.jpg,20220817,화암면 건천리 밭가부분,[개] 믹스견,크림색,2022(년생),3.3(Kg),강원-정선-2022-00499,20220817,20220824,http://www.animal.go.kr/files/shelter/2022/08/202208171708269.jpg,종료(입양),M,U,30~40일령,정선가축병원,033-563-0198,강원도 정선군 정선읍 정선로 1321 (정선읍),강원도 정선군,김동건,033-560-2446
442429202200499,http://www.animal.go.kr/files/shelter/2022/08/202208171708976_s.jpg,20220817,화암면 건천리 밭가부분,[개] 믹스견,크림색,2022(년생),2.9(Kg),강원-정선-2022-00498,20220817,20220824,http://www.animal.go.kr/files/shelter/2022/08/202208171708976.jpg,종료(입양),F,U,30~40일령,정선가축병원,033-563-0198,강원도 정선군 정선읍 정선로 1321 (정선읍),강원도 정선군,김동건,033-560-2446
442429202200498,http://www.animal.go.kr/files/shelter/2022/08/20220817160899_s.jpg,20220817,화암면 건천리 밭가부분,[개] 믹스견,크림색,2022(년생),2.8(Kg),강원-정선-2022-00497,20220817,20220824,http://www.animal.go.kr/files/shelter/2022/08/20220817160899.jpg,보호중,F,U,30~40일령,정선가축병원,033-563-0198,강원도 정선군 정선읍 정선로 1321 (정선읍),강원도 정선군,김동건,033-560-2446
442429202200497,http://www.animal.go.kr/files/shelter/2022/08/202208171608428_s.jpg,20220817,임계 서답바위길 15,[개] 믹스견,흰,2022(년생),1-2(Kg),강원-정선-2022-00496,20220817,20220824,http://www.animal.go.kr/files/shelter/2022/08/202208171608428.jpg,보호중,F,U,2~3개월령,다나동물병원,033-563-6563,강원도 정선군 정선읍 비봉로 46,강원도 정선군,김동건,033-560-2446
442429202200496,http://www.animal.go.kr/files/shelter/2022/08/20220817160894_s.jpg,20220817,임계 서답바위길 15,[개] 믹스견,검+흰,2020(년생),5-6(Kg),강원-정선-2022-00495,20220817,20220824,http://www.animal.go.kr/files/shelter/2022/08/20220817160894.jpg,보호중,M,U,2~3년령,다나동물병원,033-563-6563,강원도 정선군 정선읍 비봉로 46,강원도 정선군,김동건,033-560-2446
442429202200495,http://www.animal.go.kr/files/shelter/2022/08/202208171608675_s.jpg,20220817,아우라지길 102,[고양이] 믹스묘,흰+황,2021(년생),3~4(Kg),강원-정선-2022-00494,20220817,20220824,http://www.animal.go.kr/files/shelter/2022/08/202208171608675.jpg,보호중,M,U,1~2년령,다나동물병원,033-563-6563,강원도 정선군 정선읍 비봉로 46,강원도 정선군,김동건,033-560-2446
442429202200494,http://www.animal.go.kr/files/shelter/2022/08/202208171608987_s.jpg,20220817,고한읍 홍콩반점 주방부근,[고양이] 믹스묘,"흰,검정",2022(년생),0.48(Kg),강원-정선-2022-00493,20220817,20220824,http://www.animal.go.kr/files/shelter/2022/08/202208171608987.jpg,종료(자연사),F,U,피부질환 있음.,정선가축병원,033-563-0198,강원도 정선군 정선읍 정선로 1321 (정선읍),강원도 정선군,김동건,033-560-2446
442429202200493,http://www.animal.go.kr/files/shelter/2022/08/202208171608348_s.jpg,20220817,남면 광덕2리 축사,[개] 믹스견,갈색,2022(년생),2.4(Kg),강원-정선-2022-00492,20220817,20220824,http://www.animal.go.kr/files/shelter/2022/08/202208171608348.jpg,종료(입양),F,U,30일령 정도,정선가축병원,033-563-0198,강원도 정선군 정선읍 정선로 1321 (정선읍),강원도 정선군,김동건,033-560-2446
442429202200492,http://www.animal.go.kr/files/shelter/2022/08/202208171608372_s.jpg,20220817,남면 광덕2리 축사,[개] 믹스견,갈색,2022(년생),2.4(Kg),강원-정선-2022-00491,20220817,20220824,http://www.animal.go.kr/files/shelter/2022/08/202208171608372.jpg,보호중,M,U,30일령 정도,정선가축병원,033-563-0198,강원도 정선군 정선읍 정선로 1321 (정선읍),강원도 정선군,김동건,033-560-2446
442429202200491,http://www.animal.go.kr/files/shelter/2022/08/202208171508294_s.jpg,20220817,남면 광덕2리 축사,[개] 믹스견,갈색,2022(년생),1.8(Kg),강원-정선-2022-00490,20220817,20220824,http://www.animal.go.kr/files/shelter/2022/08/202208171508294.jpg,보호중,M,U,30일령 정도,정선가축병원,033-563-0198,강원도 정선군 정선읍 정선로 1321 (정선읍),강원도 정선군,김동건,033-560-2446
442425202200319,http://www.animal.go.kr/files/shelter/2022/08/202208171608346[1]_s.jpg,20220817,화촌면 답연밭길 101,[개] 믹스견,흰색,2018(년생),12.00(Kg),강원-홍천-2022-00216,20220817,20220829,http://www.animal.go.kr/files/shelter/2022/08/202208171608346[1].jpg,보호중,F,U,심장사상충 감염,홍천군유기동물보호소,033-434-9435,"강원도 홍천군 화촌면 둔덕이길 68 (화촌면, 홍천군유기동물보호센터)",강원도 홍천군,홍천군,033-430-2741
442422202200366,http://www.animal.go.kr/files/shelter/2022/08/202208171708821_s.jpg,20220817,소도동 장거리길 23 부근,[개] 믹스견,베이지색,2019(년생),5.00(Kg),강원-태백-2022-00111,20220817,20220829,http://www.animal.go.kr/files/shelter/2022/08/202208171708821.jpg,보호중,M,N,베이지색,태백유기동물,010-6380-5566,강원도 태백시 문의재로 5 (통동),강원도 태백시,축산진흥,033-550-2113
442421202200196,http://www.animal.go.kr/files/shelter/2022/08/202208171708309_s.jpg,20220817,동해시 이도동 전천로 127,[개] 믹스견,흰검정갈색,2022(년생),2(Kg),강원-동해-2022-00151,20220817,20220829,http://www.animal.go.kr/files/shelter/2022/08/202208171708309.jpg,보호중,F,N,상태양호,동해시유기동물보호소,033-522-2990,"강원도 동해시 대동로 159-13 (송정동, 동해시유기동물보호소)",강원도 동해시,김형기,033-530-2435
442421202200195,http://www.animal.go.kr/files/shelter/2022/08/202208171708173_s.jpg,20220817,동해시 묵호동 해랑전망대계단,[개] 믹스견,흰검정갈색,2018(년생),6(Kg),강원-동해-2022-00150,20220817,20220829,http://www.animal.go.kr/files/shelter/2022/08/202208171708173.jpg,보호중,M,N,상태양호,동해시유기동물보호소,033-522-2990,"강원도 동해시 대동로 159-13 (송정동, 동해시유기동물보호소)",강원도 동해시,김형기,033-530-2435
442420202200570,http://www.animal.go.kr/files/shelter/2022/08/202208171608927_s.jpg,20220817,연곡면 퇴곡리 513,[개] 프렌치 불독,"검정호피무늬,흰색",2020(년생),12.5(Kg),강원-강릉-2022-00472,20220817,20220829,http://www.animal.go.kr/files/shelter/2022/08/202208171608927.jpg,종료(입양),M,N,목줄없이 발견,강릉시 동물사랑센터,033-641-7515,강원도 강릉시 성산면 내맬길 172,강원도 강릉시,동물정책과,033-640-5587
442420202200569,http://www.animal.go.kr/files/shelter/2022/08/202208171208347_s.jpg,20220817,초당순두부길 55,[개] 믹스견,연갈색,2022(년생),4.3(Kg),강원-강릉-2022-00471,20220817,20220829,http://www.animal.go.kr/files/shelter/2022/08/202208171208347.jpg,종료(반환),M,N,"목줄과 리드줄 착용, 3개월 추정",강릉시 동물사랑센터,033-641-7515,강원도 강릉시 성산면 내맬길 172,강원도 강릉시,동물정책과,033-640-5587
442420202200568,http://www.animal.go.kr/files/shelter/2022/08/202208171208620_s.jpg,20220817,왕산면 도마길 가정집 근처,[개] 믹스견,"검정,흰색",2021(년생),5.6(Kg),강원-강릉-2022-00470,20220817,20220829,http://www.animal.go.kr/files/shelter/2022/08/202208171208620.jpg,종료(반환),F,N,"빨간목줄착용, 내장칩있음",강릉시 동물사랑센터,033-641-7515,강원도 강릉시 성산면 내맬길 172,강원도 강릉시,동물정책과,033-640-5587
442418202200524,http://www.animal.go.kr/files/shelter/2022/08/202208170908149_s.jpg,20220817,효자동 770-1,[개] 스피츠,흰색,2012(년생),5(Kg),강원-춘천-2022-00334,20220817,20220829,http://www.animal.go.kr/files/shelter/2022/08/202208170908149.jpg,종료(반환),F,U,온순,춘천시 동물보호센터,033-245-5351,강원도 춘천시 신북읍 영서로 3282 (신북읍) (전)102보충대 주차장,강원도 춘천시,허성주,033-245-5092
441554202201209,http://www.animal.go.kr/files/shelter/2022/08/202208171808485_s.jpg,20220817,광주시 오포읍 문형리 일대,[개] 라이카,검갈색,2020(년생),20.00(Kg),경기-광주-2022-00641,20220817,20220829,http://www.animal.go.kr/files/shelter/2022/08/202208171808485.jpg,보호중,F,N,"8-60, 칩없음, 온순하고 활발한 성격",광주TNR동물병원초월,031-798-7583,경기도 광주시 초월읍 현산로385번길 74-12 (초월읍),경기도 광주시,동물보호팀,031-760-4419
441554202201208,http://www.animal.go.kr/files/shelter/2022/08/202208171808937_s.jpg,20220817,광주시 오포읍 문형리 일대,[개] 라이카,갈색,2021(년생),20.00(Kg),경기-광주-2022-00640,20220817,20220829,http://www.animal.go.kr/files/shelter/2022/08/202208171808937.jpg,보호중,M,N,"8-59, 칩없음, 겁이 살짝 있지만 순하고 착한 아이",광주TNR동물병원초월,031-798-7583,경기도 광주시 초월읍 현산로385번길 74-12 (초월읍),경기도 광주시,동물보호팀,031-760-4419
441554202201207,http://www.animal.go.kr/files/shelter/2022/08/202208171808593_s.jpg,20220817,광주시 오포읍 신현리 일대,[개] 믹스견,갈색,2014(년생),4.70(Kg),경기-광주-2022-00639,20220817,20220829,http://www.animal.go.kr/files/shelter/2022/08/202208171808593.jpg,종료(입양),M,N,"8-58, 칩없음, 파란색 하네스 착용, 온순하고 착한 아이",광주TNR동물병원초월,031-798-7583,경기도 광주시 초월읍 현산로385번길 74-12 (초월읍),경기도 광주시,동물보호팀,031-760-4419
441553202201993,http://www.animal.go.kr/files/shelter/2022/08/202208171308937_s.jpg,20220817,마도면 청원로259-6,[개] 믹스견,갈색,2022(년생),3(Kg),경기-화성-2022-00851,20220817,20220826,http://www.animal.go.kr/files/shelter/2022/08/202208171308937.jpg,보호중,M,N,"2~3개월추정, 주둥이가 검고 암수 새끼2마리 같이 입소",남양동물보호센터,031-356-2281,경기도 화성시 남양읍 화성로 1483-27 (남양읍),경기도 화성시,반려가족팀,031-5189-6686
441553202201992,http://www.animal.go.kr/files/shelter/2022/08/202208171308709_s.jpg,20220817,마도면 청원로259-6,[개] 믹스견,갈색,2022(년생),3(Kg),경기-화성-2022-00850,20220817,20220826,http://www.animal.go.kr/files/shelter/2022/08/202208171308709.jpg,종료(자연사),F,N,"2~3개월추정, 털이 짧고 주둥이가 검다, 암수 새끼2마리 함께 입소",남양동물보호센터,031-356-2281,경기도 화성시 남양읍 화성로 1483-27 (남양읍),경기도 화성시,반려가족팀,031-5189-6686
441553202201991,http://www.animal.go.kr/files/shelter/2022/08/202208171308123_s.jpg,20220817,송산면 쌍정리 1258-3,[개] 믹스견,흰색,2020(년생),17(Kg),경기-화성-2022-00849,20220817,20220826,http://www.animal.go.kr/files/shelter/2022/08/202208171308123.jpg,보호중,F,U,"왼쪽발부분에 찍힌 상처가 있음, 소독후 치료중",남양동물보호센터,031-356-2281,경기도 화성시 남양읍 화성로 1483-27 (남양읍),경기도 화성시,반려가족팀,031-5189-6686
441553202201990,http://www.animal.go.kr/files/shelter/2022/08/202208171208449_s.jpg,20220817,마도면 청원로 139,[개] 믹스견,호구,2022(년생),3(Kg),경기-화성-2022-00848,20220817,20220826,http://www.animal.go.kr/files/shelter/2022/08/202208171208449.jpg,종료(자연사),M,N,"3개월추정, 이마가운데 털이 빠져있음, 낯가림 많음",남양동물보호센터,031-356-2281,경기도 화성시 남양읍 화성로 1483-27 (남양읍),경기도 화성시,반려가족팀,031-5189-6686
441553202201989,http://www.animal.go.kr/files/shelter/2022/08/202208171208437_s.jpg,20220817,마도면 청원로 139,[개] 믹스견,갈색,2022(년생),3(Kg),경기-화성-2022-00847,20220817,20220826,http://www.animal.go.kr/files/shelter/2022/08/202208171208437.jpg,종료(자연사),M,N,"3개월추정, 코 윗부분에 작은 상처가 있음, 기력저하",남양동물보호센터,031-356-2281,경기도 화성시 남양읍 화성로 1483-27 (남양읍),경기도 화성시,반려가족팀,031-5189-6686
441553202201988,http://www.animal.go.kr/files/shelter/2022/08/202208171208657_s.jpg,20220817,마도면 청원로 139,[개] 믹스견,검정,2022(년생),3(Kg),경기-화성-2022-00846,20220817,20220826,http://www.animal.go.kr/files/shelter/2022/08/202208171208657.jpg,종료(자연사),F,N,"3개월추정, 와이드헤어,턱 밑이 살짝 하얀털임",남양동물보호센터,031-356-2281,경기도 화성시 남양읍 화성로 1483-27 (남양읍),경기도 화성시,반려가족팀,031-5189-6686
441553202201987,http://www.animal.go.kr/files/shelter/2022/08/202208171208664_s.jpg,20220817,마도면 청원로 139,[개] 믹스견,호구,2022(년생),3(Kg),경기-화성-2022-00845,20220817,20220826,http://www.animal.go.kr/files/shelter/2022/08/202208171208664.jpg,보호중,F,N,"3개월추정, 털색이 매력있는 아이",남양동물보호센터,031-356-2281,경기도 화성시 남양읍 화성로 1483-27 (남양읍),경기도 화성시,반려가족팀,031-5189-6686
441553202201986,http://www.animal.go.kr/files/shelter/2022/08/202208171208927[1]_s.jpg,20220817,마도면 청원로 139,[개] 믹스견,검정,2022(년생),3(Kg),경기-화성-2022-00844,20220817,20220826,http://www.animal.go.kr/files/shelter/2022/08/202208171208927[1].jpg,보호중,M,N,"3개월추정, 가슴과 턱밑에 흰털이 큰 특징",남양동물보호센터,031-356-2281,경기도 화성시 남양읍 화성로 1483-27 (남양읍),경기도 화성시,반려가족팀,031-5189-6686
441553202201985,http://www.animal.go.kr/files/shelter/2022/08/202208171208395_s.jpg,20220817,마도면 청원로 139,[개] 믹스견,아이보리,2022(년생),3(Kg),경기-화성-2022-00843,20220817,20220826,http://www.animal.go.kr/files/shelter/2022/08/202208171208395.jpg,종료(자연사),M,N,"3개월추정, 흰색 속눈썹, 입 주변이 살짝 하얌",남양동물보호센터,031-356-2281,경기도 화성시 남양읍 화성로 1483-27 (남양읍),경기도 화성시,반려가족팀,031-5189-6686
441553202201984,http://www.animal.go.kr/files/shelter/2022/08/202208171208419_s.jpg,20220817,팔탄면3.1만세로612,[개] 믹스견,아이보리,2022(년생),3(Kg),경기-화성-2022-00842,20220817,20220826,http://www.animal.go.kr/files/shelter/2022/08/202208171208419.jpg,종료(자연사),F,N,"2~3개월추정, 연한갈색 코 , 순함",남양동물보호센터,031-356-2281,경기도 화성시 남양읍 화성로 1483-27 (남양읍),경기도 화성시,반려가족팀,031-5189-6686
441553202201983,http://www.animal.go.kr/files/shelter/2022/08/202208171208693_s.jpg,20220817,팔탄면3.1만세로612,[개] 믹스견,"검정,흰색",2022(년생),3(Kg),경기-화성-2022-00841,20220817,20220826,http://www.animal.go.kr/files/shelter/2022/08/202208171208693.jpg,종료(자연사),F,N,"2~3개월추정, 발끝과 코주위가 흰색이다",남양동물보호센터,031-356-2281,경기도 화성시 남양읍 화성로 1483-27 (남양읍),경기도 화성시,반려가족팀,031-5189-6686
441553202201982,http://www.animal.go.kr/files/shelter/2022/08/202208171208937_s.jpg,20220817,매송면 야목리59,[개] 믹스견,갈색,2019(년생),12(Kg),경기-화성-2022-00840,20220817,20220826,http://www.animal.go.kr/files/shelter/2022/08/202208171208937.jpg,보호중,M,U,겁이 많고 낯선환경에 많이 예민해져있음,남양동물보호센터,031-356-2281,경기도 화성시 남양읍 화성로 1483-27 (남양읍),경기도 화성시,반려가족팀,031-5189-6686
441553202201981,http://www.animal.go.kr/files/shelter/2022/08/202208171208616_s.jpg,20220817,정남면 괘랑리 883,[개] 라브라도 리트리버,갈색,2019(년생),28(Kg),경기-화성-2022-00839,20220817,20220826,http://www.animal.go.kr/files/shelter/2022/08/202208171208616.jpg,보호중,F,U,"빨간색 목띠 착용, 웃는상, 낯가림이 별로 없음",남양동물보호센터,031-356-2281,경기도 화성시 남양읍 화성로 1483-27 (남양읍),경기도 화성시,반려가족팀,031-5189-6686
441553202201980,http://www.animal.go.kr/files/shelter/2022/08/202208171208756_s.jpg,20220817,동탄원천로360,[개] 말티즈,흰색,2016(년생),4(Kg),경기-화성-2022-00838,20220817,20220826,http://www.animal.go.kr/files/shelter/2022/08/202208171208756.jpg,보호중,F,U,"견주 사망으로 인해 입소, 눈물자국이 많음",남양동물보호센터,031-356-2281,경기도 화성시 남양읍 화성로 1483-27 (남양읍),경기도 화성시,반려가족팀,031-5189-6686
441553202201979,http://www.animal.go.kr/files/shelter/2022/08/202208171208746_s.jpg,20220817,마도면 쌍송리415,[개] 믹스견,아이보리,2022(년생),2(Kg),경기-화성-2022-00837,20220817,20220826,http://www.animal.go.kr/files/shelter/2022/08/202208171208746.jpg,종료(자연사),F,N,"2~3개월추정, 사람을 잘 따름, 활발함",남양동물보호센터,031-356-2281,경기도 화성시 남양읍 화성로 1483-27 (남양읍),경기도 화성시,반려가족팀,031-5189-6686
441553202201978,http://www.animal.go.kr/files/shelter/2022/08/202208171108291_s.jpg,20220817,마도면 쌍송리415,[개] 믹스견,아이보리,2022(년생),2(Kg),경기-화성-2022-00836,20220817,20220826,http://www.animal.go.kr/files/shelter/2022/08/202208171108291.jpg,종료(자연사),F,N,"2~3개월추정, 활동량이 많고 사람을 좋아함",남양동물보호센터,031-356-2281,경기도 화성시 남양읍 화성로 1483-27 (남양읍),경기도 화성시,반려가족팀,031-5189-6686
441553202201977,http://www.animal.go.kr/files/shelter/2022/08/202208171108152_s.jpg,20220817,우정읍 조암리 791,[개] 믹스견,갈색,2021(년생),8(Kg),경기-화성-2022-00835,20220817,20220826,http://www.animal.go.kr/files/shelter/2022/08/202208171108152.jpg,보호중,M,U,"아직 앳되보이는 얼굴, 순함",남양동물보호센터,031-356-2281,경기도 화성시 남양읍 화성로 1483-27 (남양읍),경기도 화성시,반려가족팀,031-5189-6686
441553202201976,http://www.animal.go.kr/files/shelter/2022/08/202208171008673_s.jpg,20220817,봉담읍 왕림리12-6,[개] 말티즈,흰색,2013(년생),3(Kg),경기-화성-2022-00834,20220817,20220826,http://www.animal.go.kr/files/shelter/2022/08/202208171008673.jpg,종료(자연사),M,U,세균성 폐렴 및 속발적인 전해질 불균형,남양동물보호센터,031-356-2281,경기도 화성시 남양읍 화성로 1483-27 (남양읍),경기도 화성시,반려가족팀,031-5189-6686
441417202200714,http://www.animal.go.kr/files/shelter/2022/08/202208171708685_s.jpg,20220817,양평소방서,[개] 믹스견,흰색,2019(년생),8(Kg),경기-양평-2022-00300,20220817,20220829,http://www.animal.go.kr/files/shelter/2022/08/202208171708685.jpg,종료(반환),M,N,내장칩있음,양평군유기동물보호소,031-770-2337,경기도 양평군 양평읍 농업기술센터길 59 (양평읍),경기도 양평군,양평군청,031-770-2337
441417202200713,http://www.animal.go.kr/files/shelter/2022/08/202208171108874_s.jpg,20220817,경기도 양평군 단월면 단월로 536-4,[개] 믹스견,흰색,2022(년생),3(Kg),경기-양평-2022-00299,20220817,20220829,http://www.animal.go.kr/files/shelter/2022/08/202208171108874.jpg,보호중,F,U,도로에서 발견됨,양평군유기동물보호소,031-770-2337,경기도 양평군 양평읍 농업기술센터길 59 (양평읍),경기도 양평군,양평군청,031-770-2337
441417202200712,http://www.animal.go.kr/files/shelter/2022/08/202208171108856_s.jpg,20220817,양평군 강상면 백양길 70,[개] 믹스견,"갈색, 흰색",2021(년생),3(Kg),경기-양평-2022-00298,20220817,20220829,http://www.animal.go.kr/files/shelter/2022/08/202208171108856.jpg,종료(반환),M,N,믹스견 순함,양평군유기동물보호소,031-770-2337,경기도 양평군 양평읍 농업기술센터길 59 (양평읍),경기도 양평군,양평군청,031-770-2337
441416202200410,http://www.animal.go.kr/files/shelter/2022/09/202209011609613[1]_s.jpg,20220817,청평역 지하철역,[개] 요크셔 테리어,연갈,2017(년생),2.5(Kg),경기-가평-2022-00111,20220817,20220829,http://www.animal.go.kr/files/shelter/2022/09/202209011609613[1].jpg,종료(입양),F,N,"청평역 지하철역 에서 발견, 목줄/목걸이 X, 특징:일반 요크셔테리어보다 작음",가평군유기동물보호소,031-580-4788,"경기도 가평군 가평읍 아랫마장길 59 (가평읍, 농업기술센터) 가평 유기동물 보호소(10:00~18:00)",경기도 가평군,고원경,031-580-4788
441416202200409,http://www.animal.go.kr/files/shelter/2022/08/202208171608740_s.jpg,20220817,마일리 마을 단독주택,[개] 시바,흰갈,2019(년생),17.0(Kg),경기-가평-2022-00110,20220817,20220829,http://www.animal.go.kr/files/shelter/2022/08/202208171608740.jpg,보호중,F,N,"조종 마일리 마을 단독주택 에서 발견, 목줄/목걸이 X",가평군유기동물보호소,031-580-4788,"경기도 가평군 가평읍 아랫마장길 59 (가평읍, 농업기술센터) 가평 유기동물 보호소(10:00~18:00)",경기도 가평군,고원경,031-580-4788
441416202200408,http://www.animal.go.kr/files/shelter/2022/08/202208171608862[2]_s.jpg,20220817,새연 클램핑장,[개] 프렌치 불독,흰검,2018(년생),13.0(Kg),경기-가평-2022-00109,20220817,20220829,http://www.animal.go.kr/files/shelter/2022/08/202208171608862[2].jpg,보호중,M,N,"조종소방서에서 인수받음, 새연카라반 클램핑장(현리) 단지내 발견, 사슬형(체인) 목걸이 착용/목줄 X",가평군유기동물보호소,031-580-4788,"경기도 가평군 가평읍 아랫마장길 59 (가평읍, 농업기술센터) 가평 유기동물 보호소(10:00~18:00)",경기도 가평군,고원경,031-580-4788
441406202200871,http://www.animal.go.kr/files/shelter/2022/08/202208171908203_s.jpg,20220817,산남동 30-1 인근,[개] 믹스견,흰색,2015(년생),16.9(Kg),경기-파주-2022-00449,20220817,20220829,http://www.animal.go.kr/files/shelter/2022/08/202208171908203.jpg,종료(안락사),F,N,소심함,파주독 애견호텔,031-949-9540,경기도 파주시 탄현면 방촌로 732-96 (탄현면),경기도 파주시,파주시 동물보호팀,031-940-4824
441406202200870,http://www.animal.go.kr/files/shelter/2022/08/202208171308292_s.jpg,20220817,웅담리 소재 부대,[개] 믹스견,세이블,2022(년생),2.4(Kg),경기-파주-2022-00448,20220817,20220829,http://www.animal.go.kr/files/shelter/2022/08/202208171308292.jpg,종료(기증),M,N,털이 복실복실하고 매우 귀여움,로뎀동물병원,031-952-7576,"경기도 파주시 문산읍 방촌로 1636 (문산읍, 강산설렁탕)",경기도 파주시,파주시 동물보호팀,031-940-4824
441405202202186,http://www.animal.go.kr/files/shelter/2022/08/202208171708332_s.jpg,20220817,기흥구 보라동 한보라마을 3단지,[개] 푸들,갈색,2018(년생),5.3(Kg),경기-용인-2022-00473,20220817,20220829,http://www.animal.go.kr/files/shelter/2022/08/202208171708332.jpg,종료(입양),F,U,애교가 많고 귀여운 아이,용인시 동물보호센터,031-324-3463,경기도 용인시 처인구 중부대로 1074-1 (삼가동) 용인시 동물보호센터,경기도 용인시,동물보호과,031-324-3463
441405202202185,http://www.animal.go.kr/files/shelter/2022/08/202208171608629_s.jpg,20220817,처인구 백암면 근곡로 134-2,[개] 믹스견,흰색,2021(년생),7.7(Kg),경기-용인-2022-00472,20220817,20220829,http://www.animal.go.kr/files/shelter/2022/08/202208171608629.jpg,보호중,F,U,약간 소심하지만 귀여운 아이,용인시 동물보호센터,031-324-3463,경기도 용인시 처인구 중부대로 1074-1 (삼가동) 용인시 동물보호센터,경기도 용인시,동물보호과,031-324-3463
441405202202184,http://www.animal.go.kr/files/shelter/2022/08/202208171608137_s.jpg,20220817,처인구 포곡읍 신원리 88-6,[개] 믹스견,갈색,2019(년생),8.2(Kg),경기-용인-2022-00471,20220817,20220829,http://www.animal.go.kr/files/shelter/2022/08/202208171608137.jpg,보호중,M,N,약간 소심하여 적응이 필요한 아이,용인시 동물보호센터,031-324-3463,경기도 용인시 처인구 중부대로 1074-1 (삼가동) 용인시 동물보호센터,경기도 용인시,동물보호과,031-324-3463
441405202202168,http://www.animal.go.kr/files/shelter/2022/08/202208171108619_s.jpg,20220817,기흥구 관내,[개] 믹스견,"갈색,검은색",2021(년생),5.1(Kg),경기-용인-2022-00470,20220817,20220829,http://www.animal.go.kr/files/shelter/2022/08/202208171108619.jpg,보호중,F,U,얌전하고 귀여운 아이,용인시 동물보호센터,031-324-3463,경기도 용인시 처인구 중부대로 1074-1 (삼가동) 용인시 동물보호센터,경기도 용인시,동물보호과,031-324-3463
441401202200973,http://www.animal.go.kr/files/shelter/2022/08/202208171708885_s.jpg,20220817,매화동 247-3 부근,[개] 요크셔 테리어,갈색,2015(년생),4(Kg),경기-시흥-2022-00482,20220817,20220829,http://www.animal.go.kr/files/shelter/2022/08/202208171708885.jpg,종료(반환),M,Y,"온순한 편, 미용되어 있음",시흥동물누리보호센터,031-310-6943,경기도 시흥시 뒷방울길 218 (정왕동),경기도 시흥시,최아름,031-310-2247
441400202200321,http://www.animal.go.kr/files/shelter/2022/08/202208171208151_s.jpg,20220817,성호대로141,[고양이] 폴더믹스,재색,2021(년생),2.5(Kg),경기-오산-2022-00159,20220817,20220829,http://www.animal.go.kr/files/shelter/2022/08/202208171208151.jpg,종료(입양),F,U,폴더믹스,오산 유기동물보호소,031-372-9325,경기도 오산시 성호대로 36 (오산동),경기도 오산시,김세연,031-8036-7643
441399202201802,http://www.animal.go.kr/files/shelter/2022/08/202208171908226_s.jpg,20220817,화도읍,[개] 믹스견,흰색,2018(년생),6.0(Kg),경기-남양주-2022-00918,20220817,20220829,http://www.animal.go.kr/files/shelter/2022/08/202208171908226.jpg,종료(입양),M,N,엉덩이 쪽이 불편함.,남양주동물보호협회,031-591-7270,"경기도 남양주시 금곡로 44 (금곡동, 성원빌딩) 1층",경기도 남양주시,남양주시,031-590-3991
441399202201801,http://www.animal.go.kr/files/shelter/2022/08/202208171908512_s.jpg,20220817,조아면,[개] 스피츠,흰색,2017(년생),5.0(Kg),경기-남양주-2022-00917,20220817,20220829,http://www.animal.go.kr/files/shelter/2022/08/202208171908512.jpg,종료(입양),M,N,회색 하네스을 착용함.,남양주동물보호협회,031-591-7270,"경기도 남양주시 금곡로 44 (금곡동, 성원빌딩) 1층",경기도 남양주시,남양주시,031-590-3991
441399202201799,http://www.animal.go.kr/files/shelter/2022/08/202208171008470_s.jpg,20220817,화도읍 창현로,[고양이] 페르시안 잡종,황백,2020(년생),3.5(Kg),경기-남양주-2022-00916,20220817,20220829,http://www.animal.go.kr/files/shelter/2022/08/202208171008470.jpg,종료(반환),M,N,온순하고 사람을 잘 따름,남양주동물보호협회,031-591-7270,"경기도 남양주시 금곡로 44 (금곡동, 성원빌딩) 1층",경기도 남양주시,남양주시,031-590-3991
441393202201544,http://www.animal.go.kr/files/shelter/2022/08/202208181208955_s.jpg,20220817,이동 586-9부근,[개] 믹스견,갈,2020(년생),10(Kg),경기-안산-2022-00827,20220817,20220829,http://www.animal.go.kr/files/shelter/2022/08/202208181208955.jpg,보호중,M,N,"초록색하네스,순함,탈수,사람좋아함",한국야생동물보호협회,031-296-0124,경기도 안산시 상록구 청곡길 50 (부곡동) 안산시 상록구 부곡동 231-5,경기도 안산시,안산시 농업정책과,031-481-2494
441393202201542,http://www.animal.go.kr/files/shelter/2022/08/202208171108688_s.jpg,20220817,일동파출소에서 인수,[고양이] 페르시안,흰색,2020(년생),5(Kg),경기-안산-2022-00825,20220817,20220829,http://www.animal.go.kr/files/shelter/2022/08/202208171108688.jpg,보호중,Q,U,구룡공원 산책로에서 발견. 전체적으로 깨끗하고 순함,스타캣츠,031-410-3777,경기도 안산시 단원구 한양대학로 208 (고잔동) 2층 스타캣츠,경기도 안산시,안산시 농업정책과,031-481-2494
